Budget,Budget Tolerance,Communication,Average Team Experience,Team Size,Deadline,Cost,Days Taken,Budget Success,Deadline Success,Team Success,Success
100000,1.34,0,13.32,8,250,983490,150,0,1,0,0
6500000,1.04,0,15.53,3,247,463197,149,1,1,0,0
6000000,1.09,0,2.13,4,356,436243,498,1,0,0,0
7200000,1.44,2,1.55,19,204,1232859,299,1,0,0,0
3100000,1.22,3,6.73,6,690,1105215,394,1,1,0,0
6300000,1.48,1,1.55,19,495,1071430,257,1,1,0,1
3400000,1.46,2,3.98,2,599,613363,849,1,0,0,0
6700000,1.26,0,13.39,4,610,2551918,669,1,0,0,0
900000,1.16,1,5.03,14,282,2039991,392,0,0,0,0
3300000,1.5,3,15.26,3,461,1438252,472,1,0,1,0
9200000,1.2,1,11.09,10,883,3677966,513,1,1,0,1
8900000,1.26,1,2.07,10,222,513241,215,1,1,0,1
6500000,1.09,1,11.41,20,309,5821371,399,1,0,0,0
3600000,1.38,2,14.26,3,399,1291318,432,1,0,0,0
100000,1.49,3,6.15,7,616,2146792,706,0,0,0,0
8000000,1.47,4,10.23,6,806,4014670,889,1,0,1,0
8900000,1.09,4,10.78,18,752,12220417,957,0,0,1,0
5500000,1.1,4,2.07,16,252,938564,245,1,1,0,0
900000,1.23,4,15.74,15,299,3132921,207,0,1,1,0
6100000,1.12,1,2.3,14,439,857310,247,1,1,0,1
4500000,1.13,2,6.23,18,417,5098798,603,0,0,0,0
1100000,1.1,3,10.26,7,706,3970972,795,0,0,0,0
6700000,1.49,0,8.84,3,802,1756709,890,1,0,0,0
7700000,1.0,2,7.3,5,325,967540,401,1,0,0,0
5000000,1.3,2,4.97,11,996,5216663,1296,1,0,0,0
3700000,1.35,0,2.63,17,294,1670218,361,1,0,0,0
9400000,1.42,2,7.29,2,973,1416353,1407,1,0,0,0
2100000,1.22,0,14.79,13,940,13229933,1142,0,0,0,0
8700000,1.26,0,4.64,14,583,2391341,459,1,1,0,0
4500000,1.12,2,2.75,8,241,524941,251,1,0,0,0
1000000,1.35,2,3.72,11,714,2927047,778,0,0,0,0
600000,1.35,2,4.23,4,848,1570968,1240,0,0,0,0
4300000,1.46,4,6.96,18,359,3497920,384,1,0,0,0
7700000,1.02,1,2.0,6,364,589828,418,1,0,0,0
9100000,1.24,0,6.78,6,405,986639,366,1,1,0,1
7700000,1.23,3,3.67,6,941,1553912,802,1,1,0,1
4200000,1.15,2,5.08,11,608,4048878,874,1,0,0,0
2700000,1.11,2,9.8,16,688,5619266,539,0,1,0,0
8900000,1.17,0,12.98,9,488,2185915,280,1,1,0,1
1600000,1.37,3,12.95,17,655,8088719,570,0,1,1,0
7800000,1.0,1,14.32,3,481,1790230,610,1,0,0,0
8900000,1.37,1,2.75,4,418,331668,304,1,1,0,0
6500000,1.2,3,7.61,12,294,2687352,403,1,0,0,0
7700000,1.36,0,3.7,10,518,1566006,500,1,1,0,1
8300000,1.03,3,4.74,8,784,1920010,631,1,1,0,1
5700000,1.49,1,7.82,18,971,13273663,1385,0,0,0,0
3800000,1.46,4,12.72,2,217,299386,175,1,1,1,1
7600000,1.39,4,15.65,3,832,1512755,549,1,1,1,1
5200000,1.1,2,6.05,5,855,2130372,1050,1,0,0,0
3500000,1.23,2,11.78,2,479,540310,319,1,1,0,0
2600000,1.26,3,13.8,18,577,10473338,635,0,0,1,0
5600000,1.14,3,5.02,5,362,672454,344,1,1,0,1
3800000,1.46,3,9.98,4,920,2032965,797,1,1,0,0
9400000,1.41,2,4.08,7,447,790163,311,1,1,0,1
3700000,1.33,3,4.48,5,469,468460,242,1,1,0,1
2900000,1.08,2,10.41,3,601,1724909,800,1,0,0,0
4100000,1.47,3,15.31,6,861,5117826,972,1,0,1,0
7200000,1.25,1,5.28,16,397,3323948,541,1,0,0,0
1300000,1.23,4,14.33,15,446,7555891,556,0,0,1,0
4000000,1.19,1,3.49,17,763,4065583,702,1,1,0,1
7600000,1.27,4,2.85,4,397,533671,485,1,0,0,0
4900000,1.18,4,5.04,17,855,5759814,900,1,0,0,0
900000,1.01,0,13.65,14,504,7400356,671,0,0,0,0
9200000,1.2,0,11.46,7,789,5419075,1109,1,0,0,0
6500000,1.39,2,5.22,11,832,2722808,561,1,1,0,0
4900000,1.09,3,12.97,17,768,7915219,544,0,1,1,0
5000000,1.21,4,15.81,10,643,4420413,415,1,1,1,1
6200000,1.3,4,4.35,12,792,4094425,888,1,0,0,0
1300000,1.3,2,3.72,8,426,1456537,521,1,0,0,0
6400000,1.21,1,5.41,10,740,4595112,1070,1,0,0,0
8200000,1.34,3,15.88,20,619,10696513,573,1,1,1,1
1100000,1.18,2,2.57,2,351,206996,411,1,0,0,0
8200000,1.26,1,5.97,13,706,2438482,426,1,1,0,1
9300000,1.25,4,3.96,11,615,1275795,356,1,1,0,1
5500000,1.22,3,9.31,15,908,10358675,1060,0,0,0,0
5100000,1.48,0,10.38,7,444,1077973,233,1,1,0,1
1600000,1.21,3,5.39,17,484,2230230,295,0,1,0,0
5900000,1.16,4,7.44,18,770,4420165,492,1,1,0,1
6900000,1.09,2,8.39,19,314,1739630,159,1,1,0,1
9300000,1.3,0,12.06,15,944,10685384,889,1,1,0,0
7800000,1.45,0,13.48,17,773,10765170,661,1,1,0,0
8400000,1.11,1,6.87,18,577,6003068,715,1,0,0,0
200000,1.35,2,10.44,17,518,4855785,398,0,1,0,0
8800000,1.03,0,11.28,6,266,1066585,229,1,1,0,1
1300000,1.25,3,2.68,19,506,3557772,659,0,0,0,0
3600000,1.28,1,10.33,8,780,2665015,508,1,1,0,0
4000000,1.36,1,7.9,20,262,2624623,240,1,1,0,1
4700000,1.05,1,12.42,9,563,2810548,355,1,1,0,0
4900000,1.06,1,3.73,8,623,1869683,760,1,0,0,0
6700000,1.29,2,2.93,2,731,221759,385,1,1,0,0
4200000,1.48,0,7.22,20,422,5846986,528,1,0,0,0
9800000,1.4,1,5.21,2,910,625072,797,1,1,0,0
5600000,1.29,3,11.21,5,518,2153078,583,1,0,0,0
7700000,1.44,4,13.07,17,339,4139640,276,1,1,1,1
3100000,1.4,4,12.81,3,640,1997934,833,1,0,1,0
4400000,1.19,4,11.59,3,302,671646,297,1,1,1,1
6400000,1.2,4,8.45,17,341,3442270,321,1,1,0,0
6900000,1.12,3,15.06,15,596,8415826,627,0,0,1,0
3200000,1.42,4,9.16,5,650,2630754,818,1,0,0,0
8400000,1.46,4,15.05,15,451,7097025,458,1,0,1,0
2600000,1.4,2,3.14,14,461,1597452,429,1,1,0,0
2400000,1.21,2,6.46,16,280,2078423,292,1,0,0,0
6600000,1.23,0,4.18,12,234,568746,151,1,1,0,0
4000000,1.41,4,12.77,4,713,2930017,829,1,0,1,0
4400000,1.12,0,7.32,15,848,8083251,1004,0,0,0,0
6900000,1.29,3,11.73,19,638,11764643,746,0,0,0,0
3400000,1.49,4,6.74,20,730,6574808,664,0,1,0,0
9500000,1.4,1,15.95,2,969,914960,508,1,1,0,0
4200000,1.21,1,10.11,9,810,3646950,653,1,1,0,0
4000000,1.27,4,3.95,4,274,346565,255,1,1,0,1
9700000,1.16,3,10.05,4,962,3781284,1320,1,0,0,0
1400000,1.26,1,7.5,3,346,428319,268,1,1,0,0
1900000,1.28,3,14.49,10,650,4308459,462,0,1,1,0
5800000,1.06,0,11.4,4,474,1188534,408,1,1,0,1
8100000,1.09,4,13.66,10,272,1200627,143,1,1,1,1
6100000,1.03,2,6.81,4,778,727700,409,1,1,0,0
800000,1.28,3,2.09,15,299,928360,279,1,1,0,0
5300000,1.31,1,11.0,9,215,1823041,305,1,0,0,0
5900000,1.36,1,12.86,12,602,8137170,893,0,0,0,0
1700000,1.29,4,10.78,7,972,6538763,1237,0,0,1,0
1500000,1.03,3,10.2,8,899,4564304,893,0,1,0,0
3800000,1.15,1,15.33,17,490,8676692,509,0,0,0,0
8000000,1.34,0,2.62,5,766,498304,422,1,1,0,1
5500000,1.33,1,4.41,3,806,1062228,1092,1,0,0,0
8200000,1.33,2,2.68,14,516,2804287,756,1,0,0,0
1900000,1.0,3,1.51,9,882,1787402,1056,1,0,0,0
5100000,1.33,2,6.49,15,290,1616560,204,1,1,0,1
3400000,1.29,0,9.79,13,475,4569220,506,0,0,0,0
500000,1.07,2,5.53,13,687,2835810,560,0,1,0,0
3400000,1.44,1,14.7,17,440,4767784,273,1,1,0,1
800000,1.13,1,10.74,14,604,4174023,438,0,1,0,0
4400000,1.47,2,7.39,20,876,6087098,584,1,1,0,0
8000000,1.06,0,6.11,10,973,4948166,1213,1,0,0,0
8600000,1.37,2,12.22,13,899,7224279,662,1,1,0,1
2700000,1.22,2,8.37,17,360,5602793,534,0,0,0,0
3800000,1.42,4,15.4,13,438,5174292,391,1,1,1,1
2300000,1.38,1,14.37,9,656,7328636,978,0,0,0,0
8300000,1.23,1,9.2,4,396,1034518,410,1,0,0,0
3600000,1.09,2,15.27,13,468,7163184,619,0,0,0,0
1800000,1.5,2,2.1,14,343,1598161,462,1,0,0,0
6700000,1.27,2,3.95,14,237,636638,144,1,1,0,1
3600000,1.48,2,9.58,14,200,1928960,210,1,0,0,0
8600000,1.17,1,12.61,4,263,769412,245,1,1,0,0
3900000,1.08,4,5.87,13,823,3278951,555,1,1,0,0
7400000,1.11,1,11.7,11,534,5505371,655,1,0,0,0
3700000,1.34,4,7.49,15,223,2450798,293,1,0,0,0
9500000,1.25,2,11.77,12,690,4571999,541,1,1,0,1
6100000,1.15,0,8.15,20,719,10591534,984,0,0,0,0
700000,1.34,1,3.82,2,216,209305,315,1,0,0,0
9500000,1.03,3,12.1,12,376,4219098,469,1,0,0,0
2800000,1.32,4,14.93,9,760,4463970,541,0,1,1,0
1900000,1.04,2,12.1,15,808,11651460,930,0,0,0,0
5800000,1.1,3,10.99,18,713,13005849,975,0,0,0,0
1300000,1.29,0,12.67,2,741,1423598,946,1,0,0,0
8400000,1.25,4,8.26,8,957,3695195,843,1,1,0,1
6600000,1.33,2,6.18,4,621,1410385,751,1,0,0,0
8100000,1.45,4,9.34,17,411,6728186,592,1,0,0,0
5100000,1.02,3,11.86,16,954,12575976,1067,0,0,0,0
1700000,1.37,1,14.12,5,778,4625908,1111,0,0,0,0
6300000,1.06,0,2.11,9,396,749388,380,1,1,0,0
3000000,1.26,0,7.49,9,850,3976946,869,0,0,0,0
6800000,1.09,1,1.31,9,570,1272375,760,1,0,0,0
5100000,1.38,4,1.02,13,451,1385529,600,1,0,0,0
4400000,1.33,2,4.43,15,328,1485756,276,1,1,0,1
7400000,1.08,4,15.54,8,818,6196573,855,1,0,1,0
9300000,1.26,4,15.29,8,869,7171958,991,1,0,1,0
7900000,1.45,1,6.58,9,754,3523931,860,1,0,0,0
9000000,1.19,3,2.01,13,409,726994,241,1,1,0,0
8100000,1.41,1,9.48,9,545,2226145,401,1,1,0,1
5900000,1.32,2,6.19,11,357,2446931,450,1,0,0,0
2500000,1.36,0,8.42,4,307,727792,288,1,1,0,1
9300000,1.34,4,12.65,15,702,9401840,801,1,0,1,0
300000,1.49,4,3.77,11,826,2030223,619,0,1,0,0
2500000,1.12,0,1.72,19,237,1392320,316,1,0,0,0
4300000,1.48,4,3.0,17,427,1912164,425,1,1,0,0
5800000,1.21,4,15.42,10,311,3728861,390,1,0,1,0
8300000,1.22,4,15.61,16,383,4497769,317,1,1,1,1
8700000,1.0,2,1.16,2,809,413706,1090,1,0,0,0
400000,1.46,2,5.76,10,607,2631760,661,0,0,0,0
4300000,1.31,2,1.61,5,409,240076,223,1,1,0,0
6800000,1.41,3,1.11,7,665,1116342,905,1,0,0,0
3200000,1.03,1,2.43,5,581,768062,642,1,0,0,0
9500000,1.19,4,11.05,19,616,13512140,895,0,0,1,0
3700000,1.45,1,6.39,7,799,2480423,791,1,1,0,0
1000000,1.32,0,9.28,7,294,1099777,246,1,1,0,0
5000000,1.29,4,6.18,7,578,1924202,586,1,0,0,0
3900000,1.15,1,5.24,20,508,1987494,263,1,1,0,0
4200000,1.16,4,3.04,20,841,4490426,758,1,1,0,0
1900000,1.48,2,7.2,20,776,11571233,1080,0,0,0,0
1900000,1.33,4,3.82,2,380,243793,402,1,0,0,0
7000000,1.21,2,9.94,16,796,11833822,1161,0,0,0,0
6200000,1.38,4,3.35,3,588,551716,553,1,1,0,0
9200000,1.06,1,4.72,10,694,3066931,838,1,0,0,0
6000000,1.16,1,9.94,2,828,1164166,804,1,1,0,0
4000000,1.37,1,11.63,18,645,10105322,772,0,0,0,0
8400000,1.37,4,10.99,10,962,5133829,757,1,1,1,1
100000,1.42,2,13.9,5,556,3382365,823,0,0,0,0
7700000,1.27,0,15.88,10,908,4855725,457,1,1,0,0
4500000,1.24,3,11.14,2,642,1022313,631,1,1,0,1
3200000,1.19,1,11.45,13,378,5450947,560,0,0,0,0
9700000,1.18,1,10.23,8,334,2420874,452,1,0,0,0
8600000,1.48,1,6.28,7,901,4716143,1338,1,0,0,0
5700000,1.11,3,15.49,8,364,1756235,205,1,1,1,1
5000000,1.12,2,9.54,16,909,11675201,1219,0,0,0,0
2600000,1.27,0,3.69,4,880,1689353,1316,1,0,0,0
8100000,1.48,0,15.84,17,412,8828922,476,1,0,0,0
8400000,1.39,1,15.08,14,217,3662629,254,1,0,0,0
1300000,1.36,0,5.23,18,717,7449272,947,0,0,0,0
8600000,1.47,2,5.73,4,938,1861799,1083,1,0,0,0
2700000,1.18,0,7.82,11,475,3406849,547,0,0,0,0
1700000,1.4,0,6.73,4,824,1721609,954,1,0,0,0
6900000,1.12,4,15.07,16,433,3849209,252,1,1,1,1
400000,1.45,2,11.96,8,460,1676859,274,0,1,0,0
1600000,1.4,4,1.47,8,569,664936,403,1,1,0,1
8900000,1.16,0,11.45,9,894,4651151,673,1,1,0,0
6800000,1.31,1,6.29,8,856,4148559,1217,1,0,0,0
8900000,1.07,3,3.17,17,376,1170588,245,1,1,0,0
1300000,1.3,1,9.39,13,772,6332581,776,0,0,0,0
2100000,1.15,3,14.63,7,906,3592794,527,0,1,1,0
800000,1.34,1,13.54,11,408,4984572,533,0,0,0,0
4200000,1.35,4,12.18,15,646,6955224,560,0,1,1,0
400000,1.09,0,15.34,8,462,2815377,387,0,1,0,0
7700000,1.23,0,8.54,8,886,4799959,941,1,0,0,0
3400000,1.34,0,2.08,7,574,1043133,727,1,0,0,0
10000000,1.16,3,15.05,20,447,4475489,224,1,1,1,1
4500000,1.49,1,13.93,17,745,7381624,533,0,1,0,0
9300000,1.43,0,5.71,4,425,484791,293,1,1,0,1
4900000,1.45,0,9.5,8,244,1051657,205,1,1,0,1
7000000,1.08,2,10.61,15,263,1944432,188,1,1,0,0
2200000,1.1,1,12.44,20,954,12312891,733,0,1,0,0
2600000,1.0,1,1.89,19,503,3077610,734,0,0,0,0
6800000,1.2,1,6.13,4,941,1051473,538,1,1,0,0
3500000,1.18,3,11.36,4,491,1569794,571,1,0,0,0
4500000,1.24,2,9.65,2,654,543629,383,1,1,0,1
5300000,1.04,4,12.46,10,582,6032502,691,0,0,1,0
3000000,1.12,4,13.06,17,370,6897570,474,0,0,1,0
6400000,1.2,0,1.27,7,917,1227841,995,1,0,0,0
200000,1.11,4,7.94,6,328,810888,238,0,1,0,0
5300000,1.44,1,10.78,5,848,3228442,1008,1,0,0,0
4900000,1.33,0,9.39,4,223,802859,318,1,0,0,0
7400000,1.18,4,9.23,2,658,475762,379,1,1,0,0
7800000,1.09,0,3.88,2,436,408611,638,1,0,0,0
6700000,1.41,2,2.83,6,962,1594194,1053,1,0,0,0
6700000,1.11,1,2.42,4,479,628195,646,1,0,0,0
3300000,1.34,3,13.94,17,687,12266102,765,0,0,1,0
9700000,1.43,3,11.78,14,226,2326593,222,1,1,0,1
1200000,1.05,3,9.43,19,436,4994998,447,0,0,0,0
9300000,1.01,1,6.37,13,661,2350646,398,1,1,0,0
8900000,1.1,4,12.81,17,523,11205985,741,0,0,1,0
9200000,1.32,1,7.57,18,447,3306121,348,1,1,0,0
9600000,1.04,2,14.94,3,661,2480596,959,1,0,0,0
1800000,1.4,0,9.57,13,808,9169147,1135,0,0,0,0
4600000,1.19,4,8.11,16,958,11010114,1095,0,0,0,0
8400000,1.12,4,4.0,9,818,2306176,728,1,1,0,0
2900000,1.22,1,8.03,9,746,4657640,854,0,0,0,0
6800000,1.05,2,2.73,9,787,945703,397,1,1,0,0
9900000,1.34,1,8.14,11,333,1407474,239,1,1,0,1
7600000,1.24,4,10.66,7,453,1811559,357,1,1,1,1
700000,1.28,4,7.35,4,632,847355,453,1,1,0,0
9500000,1.11,3,10.89,17,533,8914138,689,1,0,0,0
3800000,1.07,1,8.92,3,340,870016,436,1,0,0,0
4200000,1.27,4,7.35,19,410,4748322,515,1,0,0,0
9000000,1.13,0,12.13,8,625,3876747,570,1,1,0,0
7300000,1.13,0,3.16,15,537,1489573,374,1,1,0,1
100000,1.13,3,3.66,18,962,6012308,1063,0,0,0,0
8400000,1.46,3,14.33,16,213,3913129,260,1,0,1,0
8600000,1.02,1,10.15,2,801,1023430,718,1,1,0,0
7300000,1.4,0,4.12,12,342,1430892,343,1,0,0,0
3200000,1.32,2,12.63,8,234,2332024,346,1,0,0,0
600000,1.25,3,5.57,14,303,1483156,243,0,1,0,0
5900000,1.15,0,12.15,6,558,1397707,318,1,1,0,0
4600000,1.41,1,11.56,20,874,13392615,856,0,1,0,0
8900000,1.45,4,3.63,14,734,3206244,736,1,0,0,0
5000000,1.03,4,5.32,12,888,3069195,641,1,1,0,1
9500000,1.24,1,3.34,18,893,4195530,795,1,1,0,0
4400000,1.31,2,9.56,6,364,1485385,353,1,1,0,0
9500000,1.25,3,5.17,5,600,859064,446,1,1,0,0
6000000,1.46,0,3.2,11,806,2651674,777,1,1,0,1
600000,1.04,3,2.99,11,971,3615490,1203,0,0,0,0
5200000,1.38,2,7.4,9,923,3767167,797,1,1,0,0
7700000,1.14,2,6.86,12,689,3594449,567,1,1,0,0
3700000,1.3,4,7.79,5,390,1520158,520,1,0,0,0
3900000,1.14,2,2.77,7,986,2525684,1237,1,0,0,0
400000,1.14,1,6.69,11,918,5745883,1046,0,0,0,0
10000000,1.11,3,6.94,17,397,2132356,278,1,1,0,1
6000000,1.03,3,11.33,20,268,4742923,341,1,0,0,0
7900000,1.14,4,9.89,20,704,7848272,529,1,1,0,1
2700000,1.15,4,14.17,3,473,906977,345,1,1,1,1
900000,1.45,3,12.36,14,828,5121164,467,0,1,0,0
9900000,1.48,3,13.96,6,599,2090023,368,1,1,1,1
4100000,1.05,3,5.68,16,513,2813542,426,1,1,0,0
1600000,1.12,2,11.99,7,555,2062182,377,0,1,0,0
3500000,1.25,2,6.89,9,678,2686679,609,1,1,0,0
1900000,1.43,1,7.7,12,819,7931292,1127,0,0,0,0
6600000,1.0,4,9.38,8,667,2378566,433,1,1,0,1
7800000,1.16,3,3.88,18,526,1913609,337,1,1,0,1
8800000,1.3,1,3.36,5,801,1304850,913,1,0,0,0
3100000,1.02,0,12.77,8,791,7313059,1013,0,0,0,0
9000000,1.25,2,13.39,2,983,1288089,676,1,1,0,1
5600000,1.23,1,10.06,3,574,1743508,799,1,0,0,0
8000000,1.36,2,7.31,12,523,3935346,623,1,0,0,0
7900000,1.29,3,11.27,9,614,5995759,883,1,0,0,0
8300000,1.31,1,2.7,11,687,1220268,423,1,1,0,0
5000000,1.44,1,7.5,8,553,3123424,784,1,0,0,0
9300000,1.36,0,12.67,3,519,1432741,568,1,0,0,0
500000,1.1,0,7.52,9,889,5228980,1033,0,0,0,0
6300000,1.08,0,9.14,3,583,856098,476,1,1,0,0
9000000,1.47,4,9.01,20,493,8355287,723,1,0,0,0
2400000,1.31,1,13.48,5,446,1767493,368,1,1,0,1
8800000,1.1,3,7.49,6,464,1916052,569,1,0,0,0
200000,1.19,0,5.01,17,448,4759414,651,0,0,0,0
4000000,1.02,0,3.0,12,395,789194,222,1,1,0,0
3800000,1.31,3,6.77,5,889,1814523,754,1,1,0,0
1400000,1.47,2,13.99,12,710,8542362,816,0,0,0,0
1700000,1.35,3,3.16,2,692,433601,793,1,0,0,0
500000,1.04,2,12.52,20,225,2844008,181,0,1,0,0
8900000,1.02,1,12.72,5,420,1398831,351,1,1,0,1
8900000,1.3,1,3.15,5,847,1428363,1100,1,0,0,0
7200000,1.44,1,3.7,18,421,2713201,471,1,0,0,0
8000000,1.07,2,6.15,5,461,1311743,545,1,0,0,0
4500000,1.22,2,12.65,4,939,4818569,1398,1,0,0,0
4700000,1.22,0,13.29,8,475,2789356,434,1,1,0,1
1200000,1.05,3,9.51,19,453,5954632,457,0,0,0,0
4000000,1.13,4,8.79,15,418,3233767,396,1,1,0,0
2700000,1.27,1,1.73,9,658,676086,397,1,1,0,1
6500000,1.47,1,7.22,20,730,8510259,871,1,0,0,0
7500000,1.01,0,3.22,5,897,1608054,1231,1,0,0,0
300000,1.35,4,8.48,18,591,4130217,404,0,1,0,0
7300000,1.44,2,2.65,9,660,2002555,884,1,0,0,0
300000,1.09,0,14.64,14,476,8713585,676,0,0,0,0
4600000,1.49,3,14.52,13,281,5529009,416,1,0,1,0
8400000,1.21,0,10.98,11,314,2078008,259,1,1,0,1
900000,1.48,4,4.98,4,671,801979,556,1,1,0,0
6500000,1.48,0,5.31,14,877,4514348,755,1,1,0,0
6300000,1.18,0,5.3,3,489,332222,273,1,1,0,1
1000000,1.44,4,11.55,3,886,1356057,591,1,1,1,1
9700000,1.18,2,12.96,3,365,655757,269,1,1,0,0
8700000,1.1,3,9.67,17,627,10230714,905,0,0,0,0
3200000,1.38,1,2.13,8,762,1248202,639,1,1,0,0
3900000,1.36,4,7.5,16,227,1246072,135,1,1,0,1
7100000,1.04,2,9.91,10,825,2733802,452,1,1,0,1
500000,1.24,1,12.54,19,399,4850618,336,0,1,0,0
7500000,1.32,3,15.29,18,868,14541639,920,0,0,1,0
9200000,1.13,3,6.31,20,409,4194838,432,1,0,0,0
8100000,1.13,2,4.78,4,991,998542,674,1,1,0,1
6500000,1.39,0,13.61,9,896,6681817,829,1,1,0,1
7000000,1.42,1,6.95,13,837,6192852,861,1,0,0,0
5300000,1.01,1,9.36,13,275,1294932,163,1,1,0,1
8500000,1.27,0,14.86,19,204,4888106,304,1,0,0,0
4200000,1.09,1,2.46,10,501,1171805,447,1,1,0,0
4500000,1.15,3,11.32,7,249,1841543,355,1,0,0,0
2400000,1.22,2,14.31,17,917,9924202,634,0,1,0,0
8700000,1.49,3,8.68,17,375,4928963,519,1,0,0,0
3300000,1.36,2,9.93,12,679,3340909,414,1,1,0,1
3700000,1.24,2,7.04,5,724,1158330,511,1,1,0,1
6100000,1.38,0,8.0,3,764,1520508,877,1,0,0,0
900000,1.0,1,3.26,17,848,3223607,675,0,1,0,0
100000,1.27,3,15.09,14,703,11026081,840,0,0,1,0
5100000,1.15,2,2.26,3,537,304445,430,1,1,0,1
7200000,1.22,4,3.48,14,216,961886,216,1,1,0,1
2000000,1.24,1,14.22,3,883,3678584,1310,0,0,0,0
6900000,1.21,1,13.17,19,558,8269872,508,1,1,0,1
6600000,1.45,4,6.93,10,773,4476667,854,1,0,0,0
1300000,1.26,0,3.62,20,289,1501179,222,1,1,0,0
3100000,1.01,4,1.18,6,692,618106,634,1,1,0,1
2600000,1.05,1,15.03,10,813,11593544,1094,0,0,0,0
4300000,1.27,1,10.02,5,337,1485380,413,1,0,0,0
6100000,1.47,0,9.0,15,590,4980486,546,1,1,0,0
2500000,1.08,3,4.34,19,883,4689196,732,0,1,0,0
6100000,1.48,3,3.63,10,800,2985859,916,1,0,0,0
7100000,1.32,4,9.27,19,900,13944854,1087,0,0,0,0
5700000,1.31,3,8.02,5,579,1583343,561,1,1,0,0
400000,1.24,1,2.89,20,354,1501522,302,0,1,0,0
8600000,1.0,3,1.55,12,741,2604411,1029,1,0,0,0
3800000,1.14,1,3.03,15,756,3681913,890,1,0,0,0
5700000,1.44,2,3.81,11,268,1002470,288,1,0,0,0
3600000,1.06,0,14.61,11,535,7685242,679,0,0,0,0
5800000,1.31,4,1.27,13,358,662653,255,1,1,0,1
500000,1.39,0,6.03,18,440,5086730,590,0,0,0,0
5700000,1.4,0,3.43,6,419,1065423,626,1,0,0,0
4600000,1.0,2,2.92,8,446,728747,369,1,1,0,1
7400000,1.14,4,14.63,5,885,4726766,935,1,0,1,0
10000000,1.13,2,4.31,6,664,1907699,861,1,0,0,0
6800000,1.02,3,9.55,8,450,3062689,595,1,0,0,0
2400000,1.5,4,7.17,4,802,1847191,899,1,0,0,0
100000,1.11,1,13.49,7,961,8554636,1416,0,0,0,0
3900000,1.42,4,15.36,20,418,9413375,518,0,0,1,0
6600000,1.34,1,14.9,15,337,5377985,415,1,0,0,0
2500000,1.46,2,5.88,11,805,2731558,516,1,1,0,1
7800000,1.22,0,9.52,5,735,1713482,539,1,1,0,1
8300000,1.09,2,13.24,13,956,12623265,1102,0,0,0,0
9400000,1.3,0,14.19,3,559,1215095,434,1,1,0,1
1000000,1.13,2,9.73,18,625,6230112,488,0,1,0,0
2200000,1.12,0,10.85,3,393,556160,283,1,1,0,0
2100000,1.4,4,13.61,12,652,8480170,829,0,0,1,0
3300000,1.35,1,15.88,20,434,10254472,547,0,0,0,0
200000,1.32,3,6.96,16,817,10041028,1220,0,0,0,0
8600000,1.06,3,4.09,16,648,2826956,493,1,1,0,0
1900000,1.14,4,10.14,3,222,306287,166,1,1,1,1
6200000,1.32,1,15.46,18,538,13615105,707,0,0,0,0
2400000,1.14,2,9.55,20,343,5713107,448,0,0,0,0
4500000,1.27,4,3.4,6,579,726155,404,1,1,0,0
6300000,1.31,1,3.0,11,571,1702541,614,1,0,0,0
8200000,1.02,1,2.2,15,870,2224171,681,1,1,0,1
9500000,1.38,4,9.13,14,476,2549088,280,1,1,0,1
1200000,1.2,4,3.33,2,818,409073,618,1,1,0,1
3500000,1.49,0,3.64,5,724,1290359,862,1,0,0,0
5500000,1.37,3,7.37,4,708,1686578,786,1,0,0,0
5100000,1.0,2,7.61,14,218,2024790,245,1,0,0,0
9700000,1.01,2,9.4,4,732,1606741,571,1,1,0,1
2700000,1.49,3,10.93,8,700,2046512,386,1,1,0,1
3100000,1.43,4,1.13,11,428,675104,323,1,1,0,1
3700000,1.41,2,9.4,6,589,1760149,486,1,1,0,1
5500000,1.28,4,4.14,13,628,2337761,551,1,1,0,0
7800000,1.27,2,15.2,5,359,1989200,409,1,0,0,0
7900000,1.13,0,9.82,14,259,2630598,300,1,0,0,0
4000000,1.29,4,7.84,2,301,446449,397,1,0,0,0
6900000,1.45,2,15.08,4,212,902704,228,1,0,0,0
4700000,1.48,1,13.93,6,495,1847985,384,1,1,0,1
10000000,1.39,4,5.31,20,434,4263880,502,1,0,0,0
9800000,1.39,4,11.33,18,635,11180200,873,1,0,1,0
3900000,1.14,1,13.67,3,365,1354718,517,1,0,0,0
1800000,1.12,0,1.13,7,305,353464,266,1,1,0,0
5300000,1.34,0,11.94,6,509,2469077,505,1,1,0,1
1400000,1.03,4,11.69,13,844,5705832,542,0,1,1,0
5700000,1.18,2,1.27,12,878,1628597,748,1,1,0,0
5900000,1.14,2,5.63,2,650,728502,837,1,0,0,0
3700000,1.02,4,11.79,14,711,5154624,472,0,1,1,0
1300000,1.14,2,10.36,18,939,14509462,1126,0,0,0,0
5200000,1.31,0,3.51,9,243,650160,245,1,0,0,0
9300000,1.45,3,8.09,18,665,3901572,428,1,1,0,0
9200000,1.14,0,15.33,8,740,4454974,542,1,1,0,0
400000,1.15,2,6.72,12,439,1597342,280,0,1,0,0
4600000,1.14,2,9.77,17,964,7786026,749,0,1,0,0
3500000,1.06,4,15.82,16,622,10914713,721,0,0,1,0
500000,1.04,0,15.46,4,671,2206694,621,0,1,0,0
2300000,1.17,1,8.69,19,783,6093064,577,0,1,0,0
