,pID,Budget,Overall Deadline,Budget Elapsed,Time Elapsed,Proportion Subdeadlines Met,Commits,Defect Fix Rate,Team Communication,Team Commitment,Team Morale,Project Planning,Top-Level Management Support,Average Team Experience,Team Size,Finance Success,Timescale Success,Team Success,Management Success,Code Success,Success
1,2066,2791441,188,0.003150702450813039,0.1276595744680851,0.0,16,0.8837209302325582,5.0,1.64,1.56,2.64,1.9,5.0,1,0,0,0,0,0,0
2,2066,2791441,188,0.03196091194476258,0.6808510638297872,0.0,181,1.0,5.0,1.64,1.56,2.64,1.9,5.0,1,0,0,0,0,0,0
3,2066,2791441,188,0.14152941079535622,2.606382978723404,0.0,740,0.9991177767975298,5.0,1.64,1.56,2.64,1.4045300817177575,5.0,1,0,0,0,0,0,0
4,2066,2791441,188,0.010156403090733424,0.25,0.0,52,0.9929078014184397,5.0,1.64,1.56,2.64,1.9,5.0,1,0,0,0,0,0,0
0,2067,2976911,4,5.005188263942053e-05,0.5,0,0,0.0,2.98,3.58,3.0,2.83,4.76,3.0,5,0,0,0,0,0,0
1,2067,2976911,4,6.684781641103816e-05,0.75,0,0,0.0,2.98,3.58,3.0,2.83,4.76,3.0,5,0,0,0,0,0,0
2,2067,2976911,4,2.6201656683723497e-05,0.25,0,0,0.0,2.98,3.58,3.0,2.83,4.76,3.0,5,0,0,0,0,0,0
3,2067,2976911,4,0.00014814013586566746,2.25,0,0,0.0,2.98,3.58,3.0,2.83,4.736247552423795,3.0,5,0,0,0,0,0,0
4,2067,2976911,4,0.00023111204869745853,3.0,0,0,0.0,2.98,3.58,3.0,2.83,4.722053013772933,3.0,5,0,0,0,0,0,0
0,2068,2622147,62,0.026473344171779843,0.20967741935483872,0.0,497,0.885923949299533,1.96,3.4,4.1,1.53,1.83,2.5555555555555554,45,1,1,1,0,1,1
1,2068,2622147,62,0.046209079811314925,0.25806451612903225,0.0,869,0.9407728421812929,1.96,3.4,4.1,1.53,1.83,2.5555555555555554,45,1,1,1,0,1,1
2,2068,2622147,62,0.00011097775982811032,0.0967741935483871,0.0,0,0.0,1.96,3.4,4.1,1.53,1.83,2.5555555555555554,45,1,1,1,0,1,1
3,2068,2622147,62,0.013316187078756455,0.1774193548387097,0.0,249,0.7251700680272108,1.96,3.4,4.1,1.53,1.83,2.5555555555555554,45,1,1,1,0,1,1
4,2068,2622147,62,0.2770534985262077,0.8225806451612904,0.0,5269,0.9888373690537524,1.96,3.4,4.1,1.53,1.83,2.5555555555555554,45,1,1,1,0,1,1
0,2069,2418385,226,0.1381996663062333,0.7743362831858407,0.42857142857142855,1889,0.9958784131890778,2.32,4.07,2.64,3.35,3.3,2.8,5,1,1,1,0,1,1
1,2069,2418385,226,0.11820285024923657,0.6769911504424779,0.3333333333333333,1608,0.9938037177693384,2.32,4.07,2.64,3.35,3.3,2.8,5,1,1,1,0,1,1
2,2069,2418385,226,0.11299276169840616,0.6504424778761062,0.3333333333333333,1535,0.9979004828889355,2.32,4.07,2.64,3.35,3.3,2.8,5,1,1,1,0,1,1
3,2069,2418385,226,0.04921672934623726,0.3495575221238938,0.0,692,0.9839270199826238,2.32,4.07,2.64,3.35,3.3,2.8,5,1,1,1,0,1,1
4,2069,2418385,226,0.027508027051110554,0.23893805309734514,0.0,374,0.9942100909842845,2.32,4.07,2.64,3.35,3.3,2.8,5,1,1,1,0,1,1
0,2070,2541845,50,0.0001884457942950888,0.16,0.0,0,0.0,4.6,2.19,4.06,2.34,4.08,1.4285714285714286,7,1,1,1,0,1,1
1,2070,2541845,50,0.037707649364929804,1.52,0.0,900,0.9903896103896104,4.6,2.19,4.06,2.34,3.975235452728553,1.4285714285714286,7,1,1,1,0,1,1
2,2070,2541845,50,0.039478016952253184,1.58,0.0,947,0.9906565035652816,4.6,2.19,4.06,2.34,3.9633216681014902,1.4285714285714286,7,1,1,1,0,1,1
3,2070,2541845,50,0.02233810480182702,1.04,0.0,541,0.9845406360424028,4.6,2.19,4.06,2.34,4.07184408,1.4285714285714286,7,1,1,1,0,1,1
4,2070,2541845,50,8.615788924973789e-05,0.08,0.0,0,0.0,4.6,2.19,4.06,2.34,4.08,1.4285714285714286,7,1,1,1,0,1,1
0,2071,2877596,261,9.938851735962936e-05,0.01532567049808429,0.0,0,0.0,1.29,4.82,2.18,3.13,2.51,2.3636363636363638,11,1,1,0,1,1,1
1,2071,2877596,261,0.14511592315252037,0.47509578544061304,0.9090909090909091,2723,0.9940704569236135,1.29,4.82,2.18,3.13,2.51,2.3636363636363638,11,1,1,0,1,1,1
2,2071,2877596,261,0.1029526034926376,0.3563218390804598,0.875,1937,0.9892315222711698,1.29,4.82,2.18,3.13,2.51,2.3636363636363638,11,1,1,0,1,1,1
3,2071,2877596,261,0.056727560088351524,0.2260536398467433,0.75,1065,0.9927250682024856,1.29,4.82,2.18,3.13,2.51,2.3636363636363638,11,1,1,0,1,1,1
4,2071,2877596,261,0.0880443258886932,0.31417624521072796,0.8333333333333334,1658,0.9869806624545281,1.29,4.82,2.18,3.13,2.51,2.3636363636363638,11,1,1,0,1,1,1
0,2072,2872313,41,0.122066432175045,1.4146341463414633,0.0,1799,0.9888526839307151,3.93,3.98,1.4,3.53,4.099674294298848,2.423076923076923,26,1,1,0,0,1,1
1,2072,2872313,41,0.1879248535936021,1.9024390243902438,0.0,2766,0.9952305246422893,3.93,3.98,1.4,3.53,4.018455092699612,2.423076923076923,26,1,1,0,0,1,1
2,2072,2872313,41,0.00015945337433629275,0.2926829268292683,0.0,0,0.0,3.93,3.98,1.4,3.53,4.17,2.423076923076923,26,1,1,0,0,1,1
3,2072,2872313,41,0.006915332695287735,0.5609756097560976,0.0,96,0.8231511254019293,3.93,3.98,1.4,3.53,4.17,2.423076923076923,26,1,1,0,0,1,1
4,2072,2872313,41,0.00013786798305059371,0.24390243902439024,0.0,0,0.0,3.93,3.98,1.4,3.53,4.17,2.423076923076923,26,1,1,0,0,1,1
0,2073,2646869,194,0.029923279164930337,0.32989690721649484,0.0,358,0.972432804962095,3.34,1.59,2.59,4.23,4.18,2.3333333333333335,6,1,1,0,1,1,1
1,2073,2646869,194,0.0002047702398569782,0.04639175257731959,0.0,0,0.0,3.34,1.59,2.59,4.23,4.18,2.3333333333333335,6,1,1,0,1,1,1
2,2073,2646869,194,0.10057656801299951,0.7783505154639175,0.5,1225,0.9955964005360903,3.34,1.59,2.59,4.23,4.18,2.3333333333333335,6,1,1,0,1,1,1
3,2073,2646869,194,0.04741602247787858,0.44329896907216493,0.0,576,0.9941690962099126,3.34,1.59,2.59,4.23,4.18,2.3333333333333335,6,1,1,0,1,1,1
4,2073,2646869,194,0.02137128811437211,0.27835051546391754,0.0,256,0.9803149606299213,3.34,1.59,2.59,4.23,4.18,2.3333333333333335,6,1,1,0,1,1,1
0,2074,2555258,59,0.1726917595013889,0.9322033898305084,0.0,2051,0.9881678458160527,2.28,1.73,3.52,1.02,3.95,2.8181818181818183,22,1,1,0,0,1,1
1,2074,2555258,59,0.16447771614451456,0.8983050847457628,0.0,1962,0.9938775510204082,2.28,1.73,3.52,1.02,3.95,2.8181818181818183,22,1,1,0,0,1,1
2,2074,2555258,59,0.05475650599665474,0.3898305084745763,0.0,661,0.9716828478964401,2.28,1.73,3.52,1.02,3.95,2.8181818181818183,22,1,1,0,0,1,1
3,2074,2555258,59,0.10212471695617428,0.6101694915254238,0.0,1230,0.9782608695652174,2.28,1.73,3.52,1.02,3.95,2.8181818181818183,22,1,1,0,0,1,1
4,2074,2555258,59,0.12396204218908619,0.711864406779661,0.0,1488,0.9871244635193133,2.28,1.73,3.52,1.02,3.95,2.8181818181818183,22,1,1,0,0,1,1
0,2075,2554172,165,0.07071058644445245,0.8,0.0,1038,0.9932098765432099,2.4,4.15,3.15,1.97,2.46,3.0,3,1,1,1,0,0,1
1,2075,2554172,165,0.0027930773651891885,0.06666666666666667,0.0,38,0.9613259668508287,2.4,4.15,3.15,1.97,2.46,3.0,3,1,1,1,0,0,1
2,2075,2554172,165,0.05995719943684294,0.6787878787878788,0.0,874,0.9970359392367544,2.4,4.15,3.15,1.97,2.46,3.0,3,1,1,1,0,0,1
3,2075,2554172,165,0.07546750962738609,0.8545454545454545,0.0,1115,0.989778534923339,2.4,4.15,3.15,1.97,2.46,3.0,3,1,1,1,0,0,1
4,2075,2554172,165,0.049914806050649685,0.5636363636363636,0.0,718,0.9991353220925205,2.4,4.15,3.15,1.97,2.46,3.0,3,1,1,1,0,0,1
0,2076,2448524,36,0.05001747991851417,2.5555555555555554,0.0,452,0.9895901106050748,3.78,2.52,2.29,3.46,4.112979999235536,3.0,4,0,0,0,0,0,0
1,2076,2448524,36,0.022761059315734702,1.5277777777777777,0.0,203,0.9904306220095693,3.78,2.52,2.29,3.46,4.268089651660135,3.0,4,0,0,0,0,0,0
2,2076,2448524,36,0.0315827004350376,1.8611111111111112,0.0,284,0.9964994165694282,3.78,2.52,2.29,3.46,4.217153332886829,3.0,4,0,0,0,0,0,0
3,2076,2448524,36,0.0028494717633970506,0.7777777777777778,0.0,18,0.9318181818181818,3.78,2.52,2.29,3.46,4.35,3.0,4,0,0,0,0,0,0
4,2076,2448524,36,2.123728417609956e-05,0.027777777777777776,0.0,0,0.0,3.78,2.52,2.29,3.46,4.35,3.0,4,0,0,0,0,0,0
0,2077,2766339,255,0.12519687572636615,0.596078431372549,1.0,1241,0.9988285825849278,3.46,1.61,2.74,4.68,1.85,3.0,6,1,1,0,1,1,1
1,2077,2766339,255,0.015566060414143025,0.1803921568627451,0.0,154,0.9724264705882353,3.46,1.61,2.74,4.68,1.85,3.0,6,1,1,0,1,1,1
2,2077,2766339,255,0.039414909018742825,0.2627450980392157,0.0,367,0.9900990099009901,3.46,1.61,2.74,4.68,1.85,3.0,6,1,1,0,1,1,1
3,2077,2766339,255,0.0005425943819611408,0.10980392156862745,0.0,0,0.0,3.46,1.61,2.74,4.68,1.85,3.0,6,1,1,0,1,1,1
4,2077,2766339,255,0.13007697176665622,0.615686274509804,1.0,1292,0.997550866616428,3.46,1.61,2.74,4.68,1.85,3.0,6,1,1,0,1,1,1
0,2078,2770647,238,0.1306240022637312,0.20168067226890757,1.0,1685,0.9860724233983287,2.97,1.31,4.2,2.54,1.09,2.4074074074074074,27,1,1,0,1,1,1
1,2078,2770647,238,0.046015244814658816,0.10084033613445378,1.0,607,0.952755905511811,2.97,1.31,4.2,2.54,1.09,2.4074074074074074,27,1,1,0,1,1,1
2,2078,2770647,238,6.49667749085322e-05,0.012605042016806723,0.0,0,0.0,2.97,1.31,4.2,2.54,1.09,2.4074074074074074,27,1,1,0,1,1,1
3,2078,2770647,238,0.10950980041845822,0.17647058823529413,1.0,1428,0.9855510752688172,2.97,1.31,4.2,2.54,1.09,2.4074074074074074,27,1,1,0,1,1,1
4,2078,2770647,238,0.021382009328507024,0.07142857142857142,0.0,282,0.9358974358974359,2.97,1.31,4.2,2.54,1.09,2.4074074074074074,27,1,1,0,1,1,1
0,2079,2894116,196,0.02195419948612979,0.17346938775510204,0.5,348,0.9709618874773139,2.42,3.68,2.81,2.62,2.43,2.7142857142857144,7,1,1,1,1,1,1
1,2079,2894116,196,0.0,0.0,0.0,0,0.0,2.42,3.68,2.81,2.62,2.43,2.7142857142857144,7,1,1,1,1,1,1
2,2079,2894116,196,0.030817009408054135,0.2193877551020408,0.6666666666666666,490,0.9918918918918919,2.42,3.68,2.81,2.62,2.43,2.7142857142857144,7,1,1,1,1,1,1
3,2079,2894116,196,8.914639219713377e-05,0.025510204081632654,0.0,0,0.0,2.42,3.68,2.81,2.62,2.43,2.7142857142857144,7,1,1,1,1,1,1
4,2079,2894116,196,0.09562678206402231,0.5357142857142857,0.9,1470,0.9925085616438356,2.42,3.68,2.81,2.62,2.43,2.7142857142857144,7,1,1,1,1,1,1
0,2080,2737203,182,0.07906830439686059,0.7417582417582418,0.23076923076923078,1153,0.9963522668056279,3.58,2.78,3.34,2.73,1.86,3.0,4,1,1,1,0,1,1
1,2080,2737203,182,0.02558524157689437,0.2967032967032967,0.0,359,0.9783923941227312,3.58,2.78,3.34,2.73,1.86,3.0,4,1,1,1,0,1,1
2,2080,2737203,182,0.0003138240020926471,0.08791208791208792,0.0,0,0.0,3.58,2.78,3.34,2.73,1.86,3.0,4,1,1,1,0,1,1
3,2080,2737203,182,0.06777758171388823,0.6483516483516484,0.09090909090909091,989,0.9969502897224763,3.58,2.78,3.34,2.73,1.86,3.0,4,1,1,1,0,1,1
4,2080,2737203,182,0.008205091109428127,0.15384615384615385,0.0,118,0.9675174013921114,3.58,2.78,3.34,2.73,1.86,3.0,4,1,1,1,0,1,1
0,2081,2509797,234,0.004336605709545433,0.07692307692307693,0.0,45,0.9928571428571429,3.34,2.73,3.31,1.99,3.61,3.5,2,1,1,1,1,0,1
1,2081,2509797,234,0.008015787731039602,0.10683760683760683,0.0,80,0.9549180327868853,3.34,2.73,3.31,1.99,3.61,3.5,2,1,1,1,1,0,1
2,2081,2509797,234,0.041418887663026135,0.41452991452991456,1.0,437,0.9891383055756698,3.34,2.73,3.31,1.99,3.61,3.5,2,1,1,1,1,0,1
3,2081,2509797,234,0.0022448030657459548,0.05555555555555555,0.0,22,0.9066666666666666,3.34,2.73,3.31,1.99,3.61,3.5,2,1,1,1,1,0,1
4,2081,2509797,234,0.07819516877261388,0.7692307692307693,1.0,848,0.9971356963838167,3.34,2.73,3.31,1.99,3.61,3.5,2,1,1,1,1,0,1
0,2082,2480611,222,7.135338833859883e-05,0.009009009009009009,0.0,0,0.0,4.71,3.59,4.81,3.15,1.22,2.6129032258064515,31,1,1,1,1,1,1
1,2082,2480611,222,0.13301843779617198,0.21621621621621623,1.0,2723,0.9758846067162498,4.71,3.59,4.81,3.15,1.22,2.6129032258064515,31,1,1,1,1,1,1
2,2082,2480611,222,0.1819983060624983,0.26126126126126126,1.0,3716,0.9895546085067268,4.71,3.59,4.81,3.15,1.22,2.6129032258064515,31,1,1,1,1,1,1
3,2082,2480611,222,0.000270094746818425,0.04504504504504504,0.0,0,0.0,4.71,3.59,4.81,3.15,1.22,2.6129032258064515,31,1,1,1,1,1,1
4,2082,2480611,222,0.10852850366300883,0.19369369369369369,1.0,2212,0.9817081750386942,4.71,3.59,4.81,3.15,1.22,2.6129032258064515,31,1,1,1,1,1,1
0,2083,2895233,235,0.03905039767093011,0.1148936170212766,0.5,610,0.9616265750286369,2.57,4.98,2.99,2.03,3.54,3.3333333333333335,15,1,1,1,1,1,1
1,2083,2895233,235,0.06760112225855397,0.16170212765957448,0.75,1054,0.9643979057591623,2.57,4.98,2.99,2.03,3.54,3.3333333333333335,15,1,1,1,1,1,1
2,2083,2895233,235,0.24151320463672526,0.44680851063829785,0.9411764705882353,3767,0.9959434055605026,2.57,4.98,2.99,2.03,3.54,3.3333333333333335,15,1,1,1,1,1,1
3,2083,2895233,235,0.15343739174014664,0.3021276595744681,0.9090909090909091,2376,0.9916112693890472,2.57,4.98,2.99,2.03,3.54,3.3333333333333335,15,1,1,1,1,1,1
4,2083,2895233,235,0.015736211904188713,0.07659574468085106,0.0,245,0.8751879699248121,2.57,4.98,2.99,2.03,3.54,3.3333333333333335,15,1,1,1,1,1,1
0,2084,2512948,78,0.00022165201985874757,0.1282051282051282,0.0,0,0.0,3.8,3.34,3.92,2.35,3.7,2.933333333333333,30,1,1,1,0,1,1
1,2084,2512948,78,0.14927288586950466,0.5256410256410257,0.0,2301,0.9819610874887257,3.8,3.34,3.92,2.35,3.7,2.933333333333333,30,1,1,1,0,1,1
2,2084,2512948,78,0.031788162747498155,0.24358974358974358,0.0,493,0.9634888438133874,3.8,3.34,3.92,2.35,3.7,2.933333333333333,30,1,1,1,0,1,1
3,2084,2512948,78,0.16503127004617685,0.5641025641025641,0.3333333333333333,2544,0.9847656704267939,3.8,3.34,3.92,2.35,3.7,2.933333333333333,30,1,1,1,0,1,1
4,2084,2512948,78,0.15977847532061945,0.5512820512820513,0.0,2466,0.9808756314649988,3.8,3.34,3.92,2.35,3.7,2.933333333333333,30,1,1,1,0,1,1
0,2085,2952341,286,0.002304273117502348,0.09090909090909091,0.0,29,0.43902439024390244,4.69,3.28,1.83,4.54,1.26,2.5714285714285716,14,1,1,0,1,1,1
1,2085,2952341,286,0.07013011030907337,0.2202797202797203,0.875,1055,0.9893758300132802,4.69,3.28,1.83,4.54,1.26,2.5714285714285716,14,1,1,0,1,1,1
2,2085,2952341,286,0.10857045307435692,0.2937062937062937,0.9230769230769231,1640,0.9966049906637243,4.69,3.28,1.83,4.54,1.26,2.5714285714285716,14,1,1,0,1,1,1
3,2085,2952341,286,0.05915576825305749,0.1993006993006993,0.8571428571428571,888,0.9762412427657631,4.69,3.28,1.83,4.54,1.26,2.5714285714285716,14,1,1,0,1,1,1
4,2085,2952341,286,0.011449558164182253,0.10839160839160839,0.0,168,0.9496688741721855,4.69,3.28,1.83,4.54,1.26,2.5714285714285716,14,1,1,0,1,1,1
0,2086,2610804,88,0.08322072434391858,1.0340909090909092,0.0,1584,0.9933050658335193,2.28,4.79,3.28,2.36,1.58523476841,2.5714285714285716,7,1,1,1,0,1,1
1,2086,2610804,88,0.01292590328496509,0.2727272727272727,0.0,241,0.9516616314199395,2.28,4.79,3.28,2.36,1.59,2.5714285714285716,7,1,1,1,0,1,1
2,2086,2610804,88,0.06758416181375546,0.8636363636363636,0.0,1290,0.994408945686901,2.28,4.79,3.28,2.36,1.59,2.5714285714285716,7,1,1,1,0,1,1
3,2086,2610804,88,0.010857574907959387,0.25,0.0,202,0.9405594405594405,2.28,4.79,3.28,2.36,1.59,2.5714285714285716,7,1,1,1,0,1,1
4,2086,2610804,88,0.03709776758423842,0.5340909090909091,0.0,703,0.9827668741024413,2.28,4.79,3.28,2.36,1.59,2.5714285714285716,7,1,1,1,0,1,1
0,2087,2858503,49,0.0,0.0,0.0,0,0.0,2.33,3.81,4.62,3.32,3.66,3.0,5,0,0,0,0,0,0
1,2087,2858503,49,0.0027808261876933484,0.5714285714285714,0.0,51,0.8758169934640523,2.33,3.81,4.62,3.32,3.66,3.0,5,0,0,0,0,0,0
2,2087,2858503,49,0.004355076765705686,0.6122448979591837,0.0,82,0.8821292775665399,2.33,3.81,4.62,3.32,3.66,3.0,5,0,0,0,0,0,0
3,2087,2858503,49,0.08244140376973541,2.6122448979591835,0.0,1592,0.9972939217318901,2.33,3.81,4.62,3.32,3.3818524485331842,3.0,5,0,0,0,0,0,0
4,2087,2858503,49,0.0753572761686799,2.4285714285714284,0.0,1444,0.9990944079692099,2.33,3.81,4.62,3.32,3.4124418636142004,3.0,5,0,0,0,0,0,0
0,2088,2607436,80,0.014367370857808207,0.9375,0.0,105,0.9944444444444445,4.27,2.49,2.12,2.86,1.25,4.0,1,0,0,0,0,0,0
1,2088,2607436,80,0.031862335259619026,1.8625,0.0,221,0.9897660818713451,4.27,2.49,2.12,2.86,1.1666180742266172,4.0,1,0,0,0,0,0,0
2,2088,2607436,80,0.026251842806496496,1.5625,0.0,181,0.9982486865148862,4.27,2.49,2.12,2.86,1.1949699472266762,4.0,1,0,0,0,0,0,0
3,2088,2607436,80,0.010915704163016848,0.75,0.0,79,0.9693486590038314,4.27,2.49,2.12,2.86,1.25,4.0,1,0,0,0,0,0,0
4,2088,2607436,80,0.04755131094301068,2.625,0.0,316,0.9864472410454985,4.27,2.49,2.12,2.86,1.0975478981195008,4.0,1,0,0,0,0,0,0
0,2089,2425559,193,0.07156824468091685,0.35233160621761656,1.0,898,0.9874069834001145,2.87,2.14,3.06,4.62,2.09,2.25,12,1,1,0,1,1,1
1,2089,2425559,193,0.04062486214517973,0.25906735751295334,0.0,512,0.9774869109947644,2.87,2.14,3.06,4.62,2.09,2.25,12,1,1,0,1,1,1
2,2089,2425559,193,0.10162317222545401,0.44559585492227977,1.0,1291,0.9951807228915662,2.87,2.14,3.06,4.62,2.09,2.25,12,1,1,0,1,1,1
3,2089,2425559,193,0.032366971902147094,0.23834196891191708,0.0,427,0.9748466257668712,2.87,2.14,3.06,4.62,2.09,2.25,12,1,1,0,1,1,1
4,2089,2425559,193,0.08158655386242923,0.38341968911917096,1.0,1020,0.9906357811729917,2.87,2.14,3.06,4.62,2.09,2.25,12,1,1,0,1,1,1
0,2090,2475482,234,3.231693868103262e-05,0.008547008547008548,0.0,0,0.0,4.58,1.33,3.11,3.14,2.11,2.9574468085106385,47,1,1,0,1,1,1
1,2090,2475482,234,0.00016239261687218894,0.042735042735042736,0.0,0,0.0,4.58,1.33,3.11,3.14,2.11,2.9574468085106385,47,1,1,0,1,1,1
2,2090,2475482,234,0.00880232617324626,0.09401709401709402,0.0,67,0.4092526690391459,4.58,1.33,3.11,3.14,2.11,2.9574468085106385,47,1,1,0,1,1,1
3,2090,2475482,234,0.00037972402950213333,0.08974358974358974,0.0,0,0.0,4.58,1.33,3.11,3.14,2.11,2.9574468085106385,47,1,1,0,1,1,1
4,2090,2475482,234,0.2025221754793612,0.19230769230769232,1.0,1609,0.9774704785581106,4.58,1.33,3.11,3.14,2.11,2.9574468085106385,47,1,1,0,1,1,1
0,2091,2845631,87,0.17565875547462056,0.7241379310344828,0.3333333333333333,4091,0.9939164098917596,1.68,4.02,4.61,2.44,3.71,3.0454545454545454,22,1,1,1,0,1,1
1,2091,2845631,87,0.05147715919597446,0.3218390804597701,0.0,1164,0.9536215287718294,1.68,4.02,4.61,2.44,3.71,3.0454545454545454,22,1,1,1,0,1,1
2,2091,2845631,87,0.10798483710642737,0.5057471264367817,0.0,2490,0.9845081332300543,1.68,4.02,4.61,2.44,3.71,3.0454545454545454,22,1,1,1,0,1,1
3,2091,2845631,87,0.1331535958105601,0.5862068965517241,0.3333333333333333,3084,0.9937080536912751,1.68,4.02,4.61,2.44,3.71,3.0454545454545454,22,1,1,1,0,1,1
4,2091,2845631,87,0.00017043671509060733,0.09195402298850575,0.0,0,0.0,1.68,4.02,4.61,2.44,3.71,3.0454545454545454,22,1,1,1,0,1,1
0,2092,2778566,81,0.052219742125974335,0.9753086419753086,0.0,1052,0.9973349126443589,1.29,4.52,1.76,3.56,4.93,2.0,8,1,1,0,0,1,1
1,2092,2778566,81,0.04349905670766863,0.8518518518518519,0.0,877,0.98750433877126,1.29,4.52,1.76,3.56,4.93,2.0,8,1,1,0,0,1,1
2,2092,2778566,81,0.07688210393418764,1.308641975308642,0.0,1520,0.9953003677973028,1.29,4.52,1.76,3.56,4.808217723103441,2.0,8,1,1,0,0,1,1
3,2092,2778566,81,0.00013316221389018652,0.09876543209876543,0.0,0,0.0,1.29,4.52,1.76,3.56,4.93,2.0,8,1,1,0,0,1,1
4,2092,2778566,81,0.01413139007675182,0.43209876543209874,0.0,280,0.9337410805300713,1.29,4.52,1.76,3.56,4.93,2.0,8,1,1,0,0,1,1
0,2093,2765524,241,0.006703973641161675,0.13278008298755187,0.0,51,0.989247311827957,2.1,2.41,1.59,3.24,4.92,2.75,4,1,1,0,0,1,1
1,2093,2765524,241,0.10377382369489471,0.7717842323651453,0.0,1020,0.9986595174262735,2.1,2.41,1.59,3.24,4.92,2.75,4,1,1,0,0,1,1
2,2093,2765524,241,0.016250084974854674,0.1991701244813278,0.0,155,0.9823321554770318,2.1,2.41,1.59,3.24,4.92,2.75,4,1,1,0,0,1,1
3,2093,2765524,241,0.04832755022194709,0.4107883817427386,0.0,479,0.9824253075571178,2.1,2.41,1.59,3.24,4.92,2.75,4,1,1,0,0,1,1
4,2093,2765524,241,0.10496708761160634,0.7800829875518672,0.0,1035,0.9934537837130138,2.1,2.41,1.59,3.24,4.92,2.75,4,1,1,0,0,1,1
0,2094,2613582,77,0.10302489074381443,1.0129870129870129,0.0,1104,0.9906073888541015,3.25,3.87,3.59,4.45,4.55544,4.111111111111111,9,1,1,1,0,1,1
1,2094,2613582,77,9.374108024925179e-05,0.07792207792207792,0.0,0,0.0,3.25,3.87,3.59,4.45,4.56,4.111111111111111,9,1,1,1,0,1,1
2,2094,2613582,77,0.03450283939818992,0.5974025974025974,0.0,367,0.9777983348751156,3.25,3.87,3.59,4.45,4.56,4.111111111111111,9,1,1,1,0,1,1
3,2094,2613582,77,0.00022306550932781142,0.15584415584415584,0.0,0,0.0,3.25,3.87,3.59,4.45,4.56,4.111111111111111,9,1,1,1,0,1,1
4,2094,2613582,77,0.0796661440123172,0.8701298701298701,0.0,853,0.9826472962066183,3.25,3.87,3.59,4.45,4.56,4.111111111111111,9,1,1,1,0,1,1
0,2095,2910058,5,0.00011717979504188576,1.6,0,0,0.0,2.39,1.09,1.23,3.33,3.2901098967,2.3636363636363638,11,0,0,0,0,0,0
1,2095,2910058,5,0.00022130143110549687,2.8,0,0,0.0,2.39,1.09,1.23,3.33,3.2704185232153846,2.3636363636363638,11,0,0,0,0,0,0
2,2095,2910058,5,9.17507486105088e-05,1.0,0,0,0.0,2.39,1.09,1.23,3.33,3.3,2.3636363636363638,11,0,0,0,0,0,0
3,2095,2910058,5,6.872715251723506e-05,0.6,0,0,0.0,2.39,1.09,1.23,3.33,3.3,2.3636363636363638,11,0,0,0,0,0,0
4,2095,2910058,5,0.0001680378879046397,2.2,0,0,0.0,2.39,1.09,1.23,3.33,3.2802494340494803,2.3636363636363638,11,0,0,0,0,0,0
0,2096,2400298,282,0.0004686918041009908,0.0673758865248227,0.0,0,0.0,1.32,1.96,1.49,3.48,1.99,2.7142857142857144,35,1,1,0,1,1,1
1,2096,2400298,282,0.293600211307096,0.25886524822695034,1.0,2675,0.9879748043519756,1.32,1.96,1.49,3.48,1.99,2.7142857142857144,35,1,1,0,1,1,1
2,2096,2400298,282,0.25797963419542075,0.2375886524822695,1.0,2343,0.9903981011975402,1.32,1.96,1.49,3.48,1.99,2.7142857142857144,35,1,1,0,1,1,1
3,2096,2400298,282,0.00038161928227245116,0.05319148936170213,0.0,0,0.0,1.32,1.96,1.49,3.48,1.99,2.7142857142857144,35,1,1,0,1,1,1
4,2096,2400298,282,0.4420563613351342,0.3475177304964539,1.0,4042,0.9937560347602189,1.32,1.96,1.49,3.48,1.99,2.7142857142857144,35,1,1,0,1,1,1
0,2097,2907453,280,0.024589563442642064,0.275,0.5,335,0.9902998236331569,4.76,1.41,4.99,4.45,4.43,3.6666666666666665,3,1,1,1,1,1,1
1,2097,2907453,280,0.0023591095023720076,0.1357142857142857,0.0,21,0.8170731707317073,4.76,1.41,4.99,4.45,4.43,3.6666666666666665,3,1,1,1,1,1,1
2,2097,2907453,280,0.04276664145559705,0.38571428571428573,0.75,577,0.9874396135265701,4.76,1.41,4.99,4.45,4.43,3.6666666666666665,3,1,1,1,1,1,1
3,2097,2907453,280,0.01607695807980387,0.22142857142857142,0.25,214,0.9647218453188603,4.76,1.41,4.99,4.45,4.43,3.6666666666666665,3,1,1,1,1,1,1
4,2097,2907453,280,0.03141650097181278,0.3142857142857143,0.625,418,0.9902912621359223,4.76,1.41,4.99,4.45,4.43,3.6666666666666665,3,1,1,1,1,1,1
0,2098,2662971,247,0.05693077393632901,0.22672064777327935,0.75,966,0.9849081364829396,3.54,2.81,4.73,4.66,2.62,3.25,12,1,1,1,1,1,1
1,2098,2662971,247,0.07011154083165007,0.25101214574898784,0.8,1199,0.9723013202174475,3.54,2.81,4.73,4.66,2.62,3.25,12,1,1,1,1,1,1
2,2098,2662971,247,0.07450512979675708,0.2591093117408907,0.8333333333333334,1274,0.9861851672321862,3.54,2.81,4.73,4.66,2.62,3.25,12,1,1,1,1,1,1
3,2098,2662971,247,0.0003240741262296886,0.06072874493927125,0.0,0,0.0,3.54,2.81,4.73,4.66,2.62,3.25,12,1,1,1,1,1,1
4,2098,2662971,247,0.11503955544390082,0.3319838056680162,0.875,1959,0.9836840500152485,3.54,2.81,4.73,4.66,2.62,3.25,12,1,1,1,1,1,1
